species,AccSpeciesID
Phalaris canariensis,41427
Phaseolus vulgaris,41459
Phedimus aizoon,363492
Phegopteris connectilis,41470
Phellodendron amurense,41473
Philadelphus coronarius,41481
Philadelphus lewisii,41485
Philadelphus pubescens,70409
Philonotis capillaris,363855
Philonotis fontana,103363
Phleum alpinum,41540
Phleum pratense,41549
Phlomis russeliana,93127
Phlox diffusa,41576
Phlox longifolia,41582
Phlox paniculata,41584
Phlox pilosa,41585
Phlox subulata,64737
Phormium tenax,41640
Photinia floribunda,41647
Phragmites australis,41658
Phryma leptostachya,41665
Phyllodoce empetriformis,41808
Phyllostachys aurea,41812
Phyllostachys nigra,41815
Physalis heterophylla,41840
Physaria arenosa,250523
Physcomitrium pyriforme,365160
Physocarpus capitatus,41859
Physocarpus opulifolius,41861
Physostegia ledinghamii,250614
Physostegia virginiana,41870
Phytolacca americana,41897
Phytolacca bogotensis,250630
Picea abies,41907
Picea glauca,41920
Picea mariana,41927
Picea omorika,41934
Picea pungens,41937
Picea rubens,41939
Picea sitchensis,41942
Pieris japonica,41982
Pilea fontana,93384
Pilea pumila,41993
Pilosella aurantiaca,42011
Pilosella caespitosa,93393
Pilosella floribunda,250996
Pilosella officinarum,42016
Pilosella piloselloides,251030
Pilosella praealta,93394
Pinellia tripartita,365537
Pinguicula macroceras,251219
Pinus armandii,42096
Pinus banksiana,42100
Pinus contorta,42110
Pinus flexilis,42124
Pinus monticola,42156
Pinus nigra,42159
Pinus ponderosa,42168
Pinus resinosa,42175
Pinus strobus,42184
Pinus sylvestris,42185
Pinus wallichiana,42199
Pistia stratiotes,42359
Pisum sativum,42360
Plagiochila asplenioides,366603
Plagiochila porelloides,366621
Plagiochila satoi,366623
Plagiomnium ciliare,366646
Plagiomnium cuspidatum,366647
Plagiomnium insigne,366651
Plagiomnium medium,366652
Plagiomnium undulatum,366655
Plagiomnium venustum,366656
Plagiothecium cavifolium,366697
Plagiothecium denticulatum,366698
Plagiothecium laetum,366700
Plagiothecium piliferum,366704
Plagiothecium undulatum,61727
Plantago lanceolata,42541
Plantago major,42544
Plantago maritima,42545
Plantago media,42546
Plantago rugelii,42559
Platanthera clavellata,252832
Platanthera dilatata,70546
Platanthera elegans,42576
Platanthera flava,252840
Platanthera grandiflora,252841
Platanthera hookeri,252842
Platanthera hyperborea,93690
Platanthera lacera,252846
Platanthera orbiculata,252854
Platanthera psycodes,252858
Platanthera stricta,252860
Platanus hispanica,42581
Platanus occidentalis,42585
Platycodon grandiflorus,93702
Platydictya jungermannioides,367045
Platygyrium repens,367053
Platyhypnidium riparioides,367056
Plectranthus argentatus,70553
Pleuridium acuminatum,367560
Pleurozium schreberi,61785
Poa alsodes,93837
Poa angustifolia,42804
Poa annua,42805
Poa compressa,42822
Poa infirma,42843
Poa interior,42844
Poa marcida,253446
Poa nemoralis,42863
Poa palustris,42865
Poa paucispicula,253488
Poa pratensis,42870
Poa saltuensis,70605
Poa secunda,42879
Poa trivialis,42893
Podocarpus elatus,42915
Podocarpus lawrencei,42935
Podocarpus nivalis,42943
Podophyllum peltatum,42974
Podostemum ceratophyllum,70616
Pogonatum contortum,368212
Pogonatum dentatum,368213
Pogonatum urnigerum,368218
Pogonia ophioglossoides,43005
Pohlia annotina,368263
Pohlia atropurpurea,368264
Pohlia cruda,368273
Pohlia filum,368279
Pohlia lescuriana,368280
Pohlia longibracteata,368281
Pohlia ludwigii,368284
Pohlia melanodon,368286
Pohlia nutans,368287
Pohlia proligera,368290
Pohlia wahlenbergii,368294
Polanisia dodecandra,70621
Polycarpon tetraphyllum,43098
Polygala sanguinea,43170
Polygala senega,43174
Polygaloides paucifolia,368797
Polygonatum biflorum,43200
Polygonatum multiflorum,43204
Polygonatum pubescens,43208
Polygonum achoreum,253985
Polygonum arenastrum,43218
Polygonum aviculare,43221
Polygonum douglasii,43237
Polygonum erectum,43240
Polygonum fowleri,254003
Polygonum minimum,254016
Polygonum nuttallii,254017
Polygonum ramosissimum,43275
Polygonum spergulariiforme,254034
Polypodium amorphum,254065
Polypodium appalachianum,254066
Polypodium glycyrrhiza,254084
Polypodium virginianum,43322
Polypogon monspeliensis,43328
Polystichum acrostichoides,43405
Polystichum andersonii,254277
Polystichum braunii,43407
Polystichum lonchitis,43410
Polystichum munitum,43413
Polytrichastrum alpinum,369265
Polytrichastrum ohioense,369270
Polytrichastrum pallidisetum,369271
Polytrichastrum sexangulare,369273
Polytrichum commune,61672
Polytrichum juniperinum,61682
Polytrichum piliferum,103414
Polytrichum strictum,369278
Pontederia cordata,43476
Populus alba,43493
Populus balsamifera,43495
Populus berolinensis,43496
Populus canadensis,43498
Populus canescens,43500
Populus deltoides,43504
Populus grandidentata,43510
Populus nigra,43519
Populus tremuloides,43533
Porella cordaeana,369466
Porella navicularis,369469
Porella pinnata,369470
Porella platyphylla,369471
Porella roellii,369472
Portulaca grandiflora,43566
Portulaca oleracea,43573
Potamogeton alpinus,43597
Potamogeton amplifolius,64768
Potamogeton berchtoldii,43599
Potamogeton confervoides,94212
Potamogeton crispus,43603
Potamogeton epihydrus,43606
Potamogeton foliosus,64770
Potamogeton friesii,43609
Potamogeton gramineus,43610
Potamogeton hagstroemii,369676
Potamogeton illinoensis,43612
Potamogeton natans,43614
Potamogeton nodosus,43616
Potamogeton perfoliatus,43620
Potamogeton pusillus,43623
Potamogeton richardsonii,43624
Potamogeton robbinsii,64771
Potamogeton spirillus,94215
Potentilla anglica,43636
Potentilla argentea,43638
Potentilla canadensis,43647
Potentilla flabellifolia,254577
Potentilla hyparctica,43679
Potentilla indica,70679
Potentilla intermedia,43683
Potentilla norvegica,43700
Potentilla recta,43715
Potentilla simplex,43721
Potentilla villosa,43738
Primula malacoides,44056
Prosartes hookeri,254966
Prosartes trachycarpa,94563
Prosthechea cochleata,94578
Prunella vulgaris,44289
Prunus americana,44294
Prunus avium,44304
Prunus cerasifera,44319
Prunus domestica,44335
Prunus dulcis,44336
Prunus emarginata,44337
Prunus laurocerasus,44364
Prunus lusitanica,44367
Prunus mume,44379
Prunus nigra,64786
Prunus padus,44388
Prunus pensylvanica,44391
Prunus persica,44392
Prunus pugetensis,370796
Prunus sargentii,44411
Prunus serotina,44414
Prunus serrulata,44416
Prunus spinosa,44422
Prunus subhirtella,44426
Prunus tomentosa,44429
Pseudobryum cinclidioides,371000
Pseudocrossidium hornschuchianum,371024
Pseudofumaria lutea,44511
Pseudognaphalium macounii,64788
Pseudognaphalium thermale,371075
Pseudoleskea atricha,371096
Pseudoleskea patens,371103
Pseudoleskea radicosa,371104
Pseudoleskea stenophylla,371109
Pseudosasa japonica,44555
Pseudoscleropodium purum,255355
Pseudotaxiphyllum elegans,371219
Pseudotsuga macrocarpa,44566
Pseudotsuga menziesii,44567
Pseudowintera colorata,44574
Psoralea argophylla,44631
Ptelea trifoliata,44791
Pteridium aquilinum,44805
Pterigynandrum filiforme,372528
Pterocarya pterocarpa,372590
Pterocarya stenoptera,44866
Pterogonium gracile,372653
Ptilidium californicum,372958
Ptilidium ciliare,372959
Ptilidium pulcherrimum,372960
Ptilium crista-castrensis,103458
Ptychomitrium gardneri,373016
Puccinellia distans,45001
Puccinellia maritima,45008
Puccinellia nuttalliana,45010
Pulmonaria affinis,95079
Pulmonaria angustifolia,45034
Pulmonaria officinalis,45040
Pulmonaria saccharata,45042
Puschkinia scilloides,45120
Pycnanthemum incanum,95114
Pycnanthemum virginianum,45136
Pylaisia polyantha,373624
Pyracantha coccinea,45163
Pyrola asarifolia,45183
Pyrola chlorantha,45184
Pyrola elliptica,45185
Pyrola picta,95152
Pyrus calleryana,45230
Pyrus communis,45232
Pyrus elaeagnifolia,45236
Quercus acutissima,45312
Quercus alba,45315
Quercus bicolor,45326
Quercus coccinea,45349
Quercus garryana,45383
Quercus hypoleucoides,45401
Quercus ilex,45402
Quercus lobata,45420
Quercus macranthera,45423
Quercus macrocarpa,45424
Quercus petraea,45457
Quercus robur,45470
Quercus rubra,45473
Quercus velutina,45501
Quercus virginiana,45503
Racomitrium canescens,374329
Racomitrium lanuginosum,374330
Racomitrium macounii,374331
Racomitrium muticum,374333
Radula bolanderi,374447
Radula complanata,374449
Ranunculus abortivus,45584
Ranunculus acris,45587
Ranunculus aquatilis,45597
Ranunculus circinatus,45620
Ranunculus eschscholtzii,45631
Ranunculus flammula,45634
Ranunculus longirostris,374658
Ranunculus pensylvanicus,45708
Ranunculus recurvatus,45736
Ranunculus repens,45737
Ranunculus reptans,45738
Ranunculus rhomboideus,45740
Ranunculus sceleratus,45748
Ranunculus trichophyllus,45763
Ranunculus uncinatus,45765
Raphanus raphanistrum,45800
Raphanus sativus,256926
Rapistrum rugosum,45813
Ratibida columnifera,45819
Ratibida pinnata,45820
Regnellidium diphyllum,70946
Reseda lutea,45914
Reseda luteola,45915
Reynoutria japonica,45956
Reynoutria sachalinensis,45957
Rhamnus cathartica,45983
Rhaphiolepis indica,46029
Rheum rhabarbarum,46057
Rhinanthus minor,46078
Rhizomnium appalachianum,375521
Rhizomnium glabrescens,375522
Rhizomnium gracile,375523
Rhizomnium magnifolium,375524
Rhizomnium nudum,375525
Rhizomnium punctatum,375527
Rhodiola rosea,257207
Rhodobryum roseum,375593
Rhododendron albiflorum,64811
Rhododendron augustinii,95773
Rhododendron aureum,46150
Rhododendron auriculatum,95774
Rhododendron calostrotum,375661
Rhododendron camtschaticum,70990
Rhododendron canadense,46160
Rhododendron canescens,46161
Rhododendron decorum,46170
Rhododendron degronianum,95800
Rhododendron eudoxum,375715
Rhododendron fulvum,95812
Rhododendron haematodes,95816
Rhododendron hemsleyanum,95819
Rhododendron impeditum,375768
Rhododendron indicum,46186
Rhododendron oreotrephes,70993
Rhododendron ponticum,46226
Rhododendron prinophyllum,46227
Rhododendron prunifolium,257239
Rhododendron saluenense,95883
Rhododendron sanguineum,95884
Rhododendron schlippenbachii,46233
Rhododendron thayerianum,95898
Rhododendron trichanthum,375987
Rhododendron wardii,95908
Rhododendron yunnanense,95913
Rhus aromatica,46301
Rhus glabra,46319
Rhus typhina,46375
Rhynchospora alba,46449
Rhynchospora fusca,46459
Rhytidiadelphus loreus,376501
Rhytidiadelphus squarrosus,376502
Rhytidiadelphus subpinnatus,376503
Rhytidiadelphus triquetrus,376504
Rhytidiopsis robusta,376505
Ribes acerifolium,257609
Ribes americanum,46487
Ribes aureum,46488
Ribes bracteosum,95993
Ribes cynosbati,46493
Ribes diacanthum,46495
Ribes divaricatum,46496
Ribes glandulosum,96001
Ribes hirtellum,46502
Ribes lacustre,46507
Ribes lobbii,96011
Ribes nigrum,46517
Ribes oxyacanthoides,46520
Ribes rubrum,46527
Ribes sanguineum,46528
Ribes triste,64823
Riccardia latifrons,376567
Riccardia multifida,376570
Riccardia palmata,376572
Riccia glauca,376591
Robinia hispida,46617
Robinia pseudoacacia,46621
Robinia viscosa,46624
Roellia roellii,377137
Romanzoffia sitchensis,257828
Rorippa curvipes,96156
Rorippa curvisiliqua,46698
Rorippa indica,71064
Rorippa islandica,46702
Rorippa palustris,46710
Rorippa sylvestris,46713
Rosa acicularis,46715
Rosa arkansana,46720
Rosa blanda,46724
Rosa carolina,46729
Rosa chinensis,46732
Rosa glauca,46745
Rosa gymnocarpa,46746
Rosa multiflora,46762
Rosa nutkana,46764
Rosa palustris,46767
Rosa rubiginosa,46780
Rosa rugosa,46782
Rosa virginiana,46804
Rosa woodsii,46807
Rubus allegheniensis,46896
Rubus arcticus,64828
Rubus armeniacus,46918
Rubus bifrons,46934
Rubus canadensis,46953
Rubus chamaemorus,46963
Rubus corchorifolius,46982
Rubus heterophyllus,258168
Rubus hispidus,47113
Rubus idaeus,47124
Rubus laciniatus,47152
Rubus leucodermis,377699
Rubus occidentalis,47237
Rubus odoratus,47238
Rubus parviflorus,47254
Rubus pedatus,258321
Rubus pubescens,47290
Rubus setosus,258408
Rubus spectabilis,47354
Rubus ursinus,47394
Rubus vestitus,47399
Rudbeckia hirta,47416
Rudbeckia laciniata,47417
Rudbeckia triloba,71131
Rumex acetosella,47452
Rumex crispus,47468
Rumex longifolius,47488
Rumex obtusifolius,47498
Rumex occidentalis,47499
Rumex orbiculatus,378008
Rumex patientia,47501
Rumex thyrsiflorus,47518
Rumex triangulivalvis,71155
Rumex verticillatus,47522
Ruppia maritima,47527
Ruscus aculeatus,47558
Ruscus hypoglossum,47559
Saelania glaucescens,378368
Sagina apetala,47695
Sagina decumbens,47698
Sagina japonica,47699
Sagina maxima,47701
Sagina nodosa,47704
Sagina procumbens,47706
Sagittaria cuneata,47709
Sagittaria graminea,96466
Sagittaria latifolia,47711
Sagittaria rigida,96468
Sagittaria sagittifolia,47714
Salicornia pacifica,378474
Salix alba,47776
Salix amygdaloides,47781
Salix arctica,47788
Salix babylonica,47792
Salix barclayi,64838
Salix barrattiana,47794
Salix bebbiana,47795
Salix candida,47804
Salix cordata,47816
Salix discolor,47823
Salix eriocephala,47828
Salix exigua,47832
Salix fragilis,47835
Salix hookeriana,64843
Salix humilis,47857
Salix interior,47859
Salix lucida,47874
Salix maccalliana,259000
Salix nigra,47893
Salix nivalis,259006
Salix pedicellaris,96575
Salix pendulina,47901
Salix pentandra,47902
Salix petiolaris,47904
Salix polaris,47910
Salix prolixa,64848
Salix pseudomonticola,259012
Salix pseudomyrsinites,259013
Salix purpurea,47913
Salix pyrifolia,47914
Salix reticulata,47919
Salix scouleriana,47928
Salix sepulcralis,378676
Salix serissima,71212
Salix sitchensis,47936
Salix triandra,47948
Salvia microphylla,96667
Salvia nemorosa,48145
Salvia officinalis,48147
Salvia reflexa,48158
Sambucus canadensis,48199
Sambucus ebulus,48201
Sambucus nigra,48206
Sambucus racemosa,48209
Sanguinaria canadensis,48228
Sanguisorba canadensis,48230
Sanicula europaea,48244
Sanicula marilandica,48247
Sanicula odorata,71242
Sanionia uncinata,103549
Santolina chamaecyparissus,48303
Saponaria officinalis,48362
Sarracenia purpurea,48449
Sasa palmata,48455
Sasa veitchii,48457
Saururus cernuus,48546
Saxegothaea conspicua,48578
Saxifraga cespitosa,48593
Saxifraga mertensiana,71267
Scapania americana,380337
Scapania bolanderi,380340
Scapania glaucocephala,380354
Scapania irrigua,380359
Scapania scandica,380378
Scapania subalpina,380384
Scapania umbrosa,380386
Scapania undulata,380387
Sceptridium dissectum,380466
Schistidium agassizii,381044
Schistidium apocarpum,381046
Schistidium dupretii,381050
Schistidium maritimum,381054
Schistidium papillosum,381056
Schistidium rivulare,381057
Schistostega pennata,381071
Schizachne purpurascens,48845
Schoenoplectiella smithii,259806
Schoenoplectus acutus,64857
Schoenoplectus americanus,71300
Schoenoplectus pungens,48930
Schoenoplectus subterminalis,259816
Schoenoplectus tabernaemontani,48933
Scilla bifolia,49008
Scilla forbesii,97202
Scilla luciliae,97205
Scilla siberica,49017
Scirpus atrocinctus,49032
Scirpus atrovirens,49033
Scirpus cyperinus,49038
Scirpus hattorianus,97224
Scirpus microcarpus,49059
Scleranthus annuus,49087
Scleria verticillata,49120
Scleropodium cespitans,381929
Scleropodium obtusifolium,381932
Scleropodium touretii,381933
Scolochloa festucacea,49181
Scopolia carniolica,49196
Scorzonera hispanica,49211
Scorzoneroides autumnalis,260043
Scouleria aquatica,382032
Scrophularia lanceolata,49232
Scrophularia marilandica,71339
Scrophularia nodosa,49239
Scutellaria galericulata,49261
Scutellaria lateriflora,49264
Scutellaria parvula,49270
Secale montanum,49322
Securigera varia,49348
Sedum acre,49361
Sedum divergens,260228
Sedum oreganum,260254
Sedum sarmentosum,49397
Sedum sexangulare,49399
Sedum spathulifolium,49401
Selaginella wallacei,260422
Sematophyllum demissum,382954
Sematophyllum marylandicum,382955
Senecio eremophilus,64875
Senecio fremontii,260535
Senecio lugens,260576
Senecio nemorensis,49591
Senecio squalidus,49622
Senecio sylvaticus,49629
Senecio triangularis,49631
Senecio viscosus,49637
Senecio vulgaris,49638
Sequoiadendron giganteum,49729
Sequoia sempervirens,49727
Setaria faberi,49858
Setaria italica,49872
Setaria verticillata,49903
Setaria viridis,49905
Shepherdia argentea,49910
Shepherdia canadensis,49911
Sherardia arvensis,49914
Shibataea kumasaca,97640
Sibbaldia procumbens,50054
Sibbaldia tridentata,384544
Sicyos angulatus,50061
Silene acaulis,50170
Silene antirrhina,50175
Silene coronaria,50201
Silene dioica,50209
Silene flos-cuculi,50220
Silene gallica,50224
Silene hampeana,384895
Silene latifolia,50239
Silene menziesii,50248
Silene noctiflora,50257
Silene vulgaris,50304
Silphium perfoliatum,50309
Silybum marianum,50313
Sinacalia tangutica,97794
Sinapis alba,50347
Sinapis arvensis,50348
Sisymbrium altissimum,50412
Sisymbrium austriacum,50415
Sisymbrium loeselii,50424
Sisymbrium officinale,50427
Sisymbrium orientale,50428
Sisyrinchium angustifolium,50443
Sisyrinchium montanum,50468
Sisyrinchium mucronatum,97944
Sium suave,50489
Smilax herbacea,50569
Smilax lasioneura,50574
Smyrnium olusatrum,50600
Solanum americanum,50625
Solanum angustifolium,262079
Solanum dulcamara,50679
Solanum lycopersicum,50734
Solanum nigrum,262593
Solanum physalifolium,50772
Solanum ptychanthum,71590
Solanum virginianum,50846
Soleirolia soleirolii,50859
Solidago altissima,262973
Solidago bicolor,262979
Solidago caesia,64888
Solidago canadensis,50873
Solidago flexicaulis,64890
Solidago gigantea,50876
Solidago hispida,263000
Solidago juncea,50881
Solidago macrophylla,50883
Solidago missouriensis,50885
Solidago multiradiata,50887
Solidago nemoralis,50889
Solidago patula,64892
Solidago petiolaris,50891
Solidago puberula,98186
Solidago rigida,50893
Solidago rugosa,50894
Solidago sempervirens,50896
Solidago squarrosa,263032
Solidago uliginosa,64893
Soliva sessilis,50907
Sonchus arvensis,50913
Sonchus asper,50914
Sonchus oleraceus,50929
Sorbaria sorbifolia,50982
Sorbus americana,50990
Sorbus aucuparia,50997
Sorbus scopulina,51101
Sorbus sitchensis,51105
Sorghastrum nutans,51135
Sorghum bicolor,51142
Sparganium americanum,64894
Sparganium angustifolium,51202
Sparganium emersum,51203
Sparganium eurycarpum,51205
Sparganium natans,51208
Spartium junceum,51228
Spergula arvensis,51244
Spergularia canadensis,98364
Spergularia marina,51257
Spergularia rubra,51261
Sphagnum angermanicum,386704
Sphagnum angustifolium,65017
Sphagnum capillifolium,103633
Sphagnum centrale,386712
Sphagnum compactum,263362
Sphagnum cuspidatum,65019
Sphagnum fallax,65020
Sphagnum fimbriatum,65021
Sphagnum fuscum,65022
Sphagnum girgensohnii,103634
Sphagnum henryense,386721
Sphagnum macrophyllum,386729
Sphagnum magellanicum,65023
Sphagnum mendocinum,386731
Sphagnum pacificum,386739
Sphagnum palustre,60231
Sphagnum papillosum,65024
Sphagnum platyphyllum,386741
Sphagnum pulchrum,386743
Sphagnum recurvum,60232
Sphagnum rubellum,65026
Sphagnum russowii,386748
Sphagnum squarrosum,65027
Sphagnum subsecundum,386755
Sphagnum subtile,386756
Sphagnum tenellum,263365
Sphagnum warnstorfii,65029
Sphagnum wulfianum,386764
Sphenopholis intermedia,71665
Spinacia oleracea,51355
Spinulum annotinum,98422
Spiraea alba,51363
Spiraea douglasii,51382
Spiraea japonica,51387
Spiraea rosthornii,98442
Spiraea splendens,263446
Spiraea thunbergii,51397
Spiraea tomentosa,51398
Spiranthes casei,263461
Spiranthes cernua,51406
Spiranthes lacera,263467
Spiranthes lucida,263471
Spiranthes magnicamporum,263472
Spiranthes romanzoffiana,51407
Spirodela polyrhiza,51411
Sporobolus compositus,64897
Sporobolus cryptandrus,51454
Sporobolus heterolepis,51464
Sporobolus neglectus,51480
Sporobolus vaginiflorus,51507
Stachys arvensis,51535
Stachys byzantina,51537
Stachys chamissonis,51538
Stachys hispida,263571
Stachys mexicana,263576
Stachys palustris,51554
Stachys pilosa,98541
Stachyurus chinensis,51572
Stachyurus praecox,51574
Staphylea colchica,51595
Staphylea trifolia,51599
Stellaria alsine,263868
Stellaria borealis,51619
Stellaria crispa,51623
Stellaria graminea,51627
Stellaria humifusa,98610
Stellaria longifolia,51631
Stellaria longipes,51632
Stellaria media,51634
Stipa comata,51870
Stranvaesia davidiana,264342
Streptopus amplexifolius,52040
Streptopus lanceolatus,264383
Strophostyles helvola,52093
Stuckenia filiformis,64905
Stuckenia pectinata,98812
Stylophorum diphyllum,52198
Suaeda calceoliformis,52280
Subularia aquatica,52336
Symphoricarpos albus,52513
Symphoricarpos occidentalis,52516
Symphyotrichum ascendens,64909
Symphyotrichum boreale,264873
Symphyotrichum chilense,64910
Symphyotrichum ciliatum,98993
Symphyotrichum ciliolatum,98994
Symphyotrichum dumosum,264883
Symphyotrichum eatonii,264885
Symphyotrichum ericoides,71835
Symphyotrichum falcatum,64912
Symphyotrichum laeve,64914
Symphyotrichum lanceolatum,64915
Symphyotrichum lateriflorum,64916
Symphyotrichum novae-angliae,71836
Symphyotrichum novi-belgii,64917
Symphyotrichum ontarionis,264910
Symphyotrichum pilosum,64919
Symphyotrichum pratense,264919
Symphyotrichum puniceum,64921
Symphyotrichum subspicatum,64922
Symphyotrichum tradescantii,99005
Symphyotrichum undulatum,264933
Symphyotrichum urophyllum,264934
Symphytum asperum,52527
Symphytum grandiflorum,52529
Symphytum officinale,52530
Symphytum uplandicum,52533
Symplocarpus foetidus,52536
Syntrichia latifolia,390585
Syntrichia norvegica,390586
Syntrichia princeps,390590
Syntrichia ruralis,390591
Syringa persica,52661
Syringa reticulata,52663
Syringa vulgaris,52666
Taenidia integerrima,71851
Tanacetum parthenium,53016
Tanacetum vulgare,53018
Taraxacum erythrospermum,53168
Taraxacum officinale,265470
Taraxacum palustre,53323
Taraxacum scanicum,53399
Taxiphyllum deplanatum,392007
Taxodium distichum,53523
Taxus baccata,53526
Taxus brevifolia,53527
Taxus canadensis,53528
Taxus cuspidata,53530
Teesdalia nudicaulis,53569
Tellima grandiflora,53590
Tephroseris palustris,53605
Ternstroemia gymnanthera,53790
Tetraclinis articulata,53837
Tetragonia tetragonoides,53866
Tetralophozia filiformis,392673
Tetralophozia setiformis,392674
Tetraphis geniculata,392714
Tetraphis pellucida,392715
Teucrium canadense,53946
Thalictrum dasycarpum,53983
Thalictrum dioicum,53984
Thalictrum occidentale,71956
Thalictrum pubescens,71957
Thalictrum venulosum,54009
Thelypteris palustris,393383
Thinopyrum intermedium,64933
Thuidium delicatulum,393878
Thuja occidentalis,54206
Thuja plicata,54208
Thujopsis dolabrata,54211
Thunbergia alata,54213
Thymus serpyllum,54268
Tiarella cordifolia,54299
Tiarella trifoliata,54300
Tilia americana,54321
Tilia cordata,54325
Timmia austriaca,394637
Timmiella crassinervis,394644
Tolmiea menziesii,54449
Tonestus lyallii,267261
Torilis arvensis,54487
Torilis japonica,54489
Torreya californica,54497
Torreyochloa pallida,54501
Tortella fragilis,394991
Tortella inclinata,394993
Tortella tortuosa,394996
Tortula amplexa,395001
Tortula hoppeana,395009
Tortula muralis,73093
Tortula truncata,395025
Toxicodendron radicans,54547
Toxicodendron rydbergii,54548
Toxicodendron vernix,100065
Toxicoscordion venenosum,100069
Trachybryum megaptilum,395198
Tradescantia fluminensis,54591
Tradescantia pallida,100089
Tradescantia virginiana,54596
Tragopogon dubius,54636
Tragopogon pratensis,54643
Triadenum fraseri,54691
Triantha glutinosa,100124
Triantha occidentalis,100126
Trichodon cylindricus,395665
Trichophorum alpinum,54835
Trichophorum cespitosum,54837
Trichostomum tenuirostre,395929
Trifolium arvense,54926
Trifolium aureum,54928
Trifolium campestre,54936
Trifolium dubium,54945
Trifolium eriocephalum,267784
Trifolium fragiferum,54948
Trifolium glanduliferum,54950
Trifolium hybridum,54956
Trifolium incarnatum,54957
Trifolium lupinaster,54962
Trifolium microcephalum,54970
Trifolium pratense,54991
Trifolium repens,54998
Trifolium resupinatum,54999
Trifolium semipilosum,55005
Trifolium strictum,55014
Trifolium subterraneum,55016
Trifolium wormskioldii,55028
Triglochin maritima,55033
Trillium albidum,100290
Trillium cernuum,55074
Trillium erectum,55076
Trillium grandiflorum,55078
Trillium ovatum,55080
Trillium undulatum,72103
Tripleurospermum inodorum,55128
Tripleurospermum maritimum,55129
Trisetum cernuum,55159
Trisetum spicatum,55164
Tritomaria exsecta,396647
Tritomaria exsectiformis,396648
Tropaeolum majus,55293
Tropaeolum tuberosum,55297
Tsuga canadensis,55316
Tsuga heterophylla,55323
Tsuga mertensiana,55325
Tulipa gesneriana,55334
Tulipa humilis,396985
Turritis glabra,72152
Tussilago farfara,55378
Typha angustifolia,55394
Typha latifolia,55399
Ulex europaeus,55432
Ulmus americana,55440
Ulmus glabra,55452
Ulmus minor,55465
Ulmus pumila,55471
Ulmus rubra,55473
Ulmus thomasii,55480
Ulota crispa,397317
Ulota hutchinsiae,397320
Ulota megalospora,397323
Ulota obtusiuscula,397324
Ulota phyllantha,397325
Ulota reptans,397327
Urtica dioica,55598
Urtica urens,55609
Utricularia intermedia,55627
Utricularia minor,55631
Utricularia purpurea,397797
Utricularia vulgaris,55648
Uvularia grandiflora,55675
Uvularia perfoliata,100665
Uvularia sessilifolia,55676
Vaccaria hispanica,55677
Vaccinium alaskaense,55681
Vaccinium angustifolium,55685
Vaccinium cespitosum,55698
Vaccinium corymbosum,55701
Vaccinium membranaceum,55730
Vaccinium myrtilloides,55735
Vaccinium ovalifolium,55739
Vaccinium ovatum,55740
Vaccinium oxycoccos,55741
Vaccinium pallidum,100695
Vaccinium parvifolium,55743
Vaccinium uliginosum,55752
Vaccinium vitis-idaea,268647
Valeriana officinalis,55773
Valeriana sitchensis,55788
Vallisneria americana,55810
Veratrum viride,72224
Verbascum arcturus,100795
Verbascum blattaria,55972
Verbascum nigrum,55994
Verbascum phlomoides,55995
Verbascum thapsus,56010
Verbena bracteata,56018
Verbena hastata,56026
Verbena simplex,56036
Verbena urticifolia,56039
Veronica agrestis,56226
Veronica alpina,56229
Veronica americana,56230
Veronica anagallis-aquatica,269407
Veronica arvensis,56236
Veronica chamaedrys,56242
Veronica filiformis,56247
Veronica longifolia,56258
Veronica officinalis,56262
Veronica peregrina,56267
Veronica persica,56268
Veronica scutellata,56276
Veronica serpyllifolia,56277
Veronica spicata,56279
Veronicastrum virginicum,56288
Viburnum acerifolium,56300
Viburnum carlesii,56306
Viburnum davidii,56311
Viburnum dentatum,56312
Viburnum edule,56314
Viburnum henryi,72288
Viburnum lantana,56319
Viburnum lantanoides,64953
Viburnum lentago,56320
Viburnum macrocephalum,100937
Viburnum nudum,64954
Viburnum odoratissimum,56322
Viburnum opulus,56323
Viburnum plicatum,56326
Viburnum rafinesquianum,56328
Viburnum rhytidophylloides,399208
Viburnum rhytidophyllum,56330
Viburnum sargentii,56334
Viburnum tinus,56340
Vicia americana,56348
Vicia cracca,56356
Vicia gigantea,56368
Vicia nigricans,56384
Vicia sativa,56395
Vicia sepium,56396
Vicia tetrasperma,56402
Vicia villosa,56406
Vinca major,56477
Vinca minor,56478
Vincetoxicum nigrum,56484
Vincetoxicum rossicum,100975
Viola adunca,56488
Viola arvensis,56491
Viola blanda,56498
Viola canadensis,56504
Viola canina,56505
Viola glabella,56521
Viola labradorica,101005
Viola lanceolata,56533
Viola macloskeyi,56536
Viola nephrophylla,269686
Viola odorata,56546
Viola palmata,56548
Viola palustris,56549
Viola pedatifida,56552
Viola pubescens,56562
Viola renifolia,269707
Viola riviniana,56568
Viola rostrata,269709
Viola sagittata,56572
Viola selkirkii,56576
Viola sempervirens,56577
Viola sororia,56580
Viola tricolor,56588
Vitis cordifolia,56734
Vitis labrusca,56736
Vitis riparia,269907
Vitis vinifera,56746
Vitis vulpina,56747
Vulpia bromoides,56829
Vulpia myuros,56838
Warnstorfia exannulata,60662
Warnstorfia fluitans,400603
Weigela floribunda,56948
Weigela florida,56949
Weissia controversa,400766
Woodsia alpina,57081
Woodsia ilvensis,57084
